osm_id,osm_type,city,unified_name,name,name:ja,name:en,tourism,lat,lon,bf_score,bf_category,wheelchair,wheelchair:description,toilets:wheelchair,description,wikidata,wikipedia,website
1420765129,node,Tokyo,サンシャイン国際水族館,サンシャイン国際水族館,,Sunshine Aquarium,aquarium,35.7291388,139.7202726,0,不明,,,,,Q11250698,ja:サンシャイン水族館,http://www.sunshinecity.co.jp/aquarium/
1420765210,node,Tokyo,セイコーミュージアム,セイコーミュージアム,セイコーミュージアム,Seiko Museum,museum,35.726726,139.813256,0,不明,,,,,,,http://museum.seiko.co.jp/
1420765213,node,Tokyo,センチュリーミュージアム,センチュリーミュージアム,,Century Museum,museum,35.702532,139.7597595,0,不明,,,,,,,
1420765316,node,Tokyo,ブレーキ博物館,ブレーキ博物館,,,museum,35.694138,139.809419,0,不明,,,,,,,
1420765386,node,Tokyo,ユニセフハウス,ユニセフハウス,,UNICEF House,museum,35.627927,139.73305,0,不明,,,,,,,
1420765471,node,Tokyo,三井記念美術館,三井記念美術館,,Mitsui Memorial Museum,museum,35.6868356,139.7730738,0,不明,,,,,Q864700,en:Mitsui Memorial Museum,
1420766065,node,Tokyo,世田谷区立郷土資料館,世田谷区立郷土資料館,世田谷区立郷土資料館,Setagaya Local History Museum,museum,35.641461,139.647222,0,不明,,,,,Q104708389,ja:世田谷区立郷土資料館,https://www.city.setagaya.lg.jp/shisetsu/1213/1265/d00004199.html
1420766084,node,Tokyo,世田谷文学館,世田谷文学館,,Setagaya Literary Museum,museum,35.666922,139.608873,0,不明,,,,,Q11362100,en:Setagaya Literary Museum,
1420766113,node,Tokyo,世田谷美術館,世田谷美術館,,Setagaya Art Museum,museum,35.631624,139.6222,0,不明,,,,,Q3892314,en:Setagaya Art Museum,
1420766180,node,Tokyo,中央区立築地社会教育会館・郷土資料館,中央区立築地社会教育会館・郷土資料館,,Tsukiji Local Museum,museum,35.6664905,139.7680837,0,不明,,,,,,,
1420766554,node,Tokyo,久米美術館,久米美術館,,Kume Museum of Art,museum,35.634545,139.714759,0,不明,,,,,Q11369635,ja:久米美術館,
1420766636,node,Tokyo,五島美術館,五島美術館,,Gotoh Museum,museum,35.612436,139.6353641,20,未対応,limited,,,,Q2374140,en:Gotoh Museum,https://www.gotoh-museum.or.jp/
1420766948,node,Tokyo,佐藤美術館,佐藤美術館,,Sato Art Museum,museum,35.681682,139.714976,0,不明,,,,,Q11384365,ja:佐藤美術館,
1420767194,node,Tokyo,光が丘美術館,光が丘美術館,,Hikarigaoka Art Museum,museum,35.759551,139.63241,0,不明,,,,,,,
1420767886,node,Tokyo,凧の博物館,凧の博物館,,Kite Museum,museum,35.6844275,139.7751576,0,不明,,,,,,,https://www.taimeiken.co.jp/museum.html
1420767888,node,Tokyo,刀剣博物館,刀剣博物館,,Japanese Sword Museum,museum,35.6814885,139.6906746,0,不明,,,,,,,
1420767889,node,Tokyo,切手の博物館,切手の博物館,,Stamp Museum,museum,35.7182677,139.7057801,40,部分対応,yes,,,,Q11396206,ja:切手の博物館,https://kitte-museum.jp
1420770189,node,Tokyo,千代田区立四番町図書館,千代田区立四番町図書館,,Yonbancho Library,museum,35.689474,139.739749,0,不明,,,,,,,
1420770260,node,Tokyo,千秋文庫博物館,千秋文庫博物館,,Senshu Bunko,museum,35.693263,139.74649,0,不明,,,,,Q11405795,ja:千秋文庫,
1420770935,node,Tokyo,印刷博物館,印刷博物館,印刷博物館,Printing Museum,museum,35.7091646,139.7414372,20,未対応,limited,,,,Q994083,,
1420771074,node,Tokyo,古代オリエント博物館,古代オリエント博物館,,Ancient Orient Museum,museum,35.7287322,139.7209684,0,不明,,,,,Q1048740,,
1420771079,node,Tokyo,古賀政男音楽博物館,古賀政男音楽博物館,,,museum,35.6676979,139.6800138,0,不明,,,,,,,https://www.koga.or.jp/
1420771103,node,Tokyo,台東区立書道博物館,台東区立書道博物館,,Calligraphy Museum,museum,35.7246554,139.7765428,0,不明,,,,,Q11411955,,https://www.taitocity.net/taito/shodou/
1420771104,node,Tokyo,台東区立朝倉彫塑館,台東区立朝倉彫塑館,,Asakura Museum of Sculpture,museum,35.726847,139.768563,0,不明,,,,,Q11517304,,
1420771165,node,Tokyo,吉田苞竹記念会館,吉田苞竹記念会館,,Yoshida Hochiku Memorial Hall,museum,35.663653,139.7417064,0,不明,,,,,,,
1420771385,node,Tokyo,唐澤博物館,唐澤博物館,,,museum,35.733027,139.662573,0,不明,,,,,,,
1420771652,node,Tokyo,国立印刷局博物館,国立印刷局博物館,国立印刷局博物館,National Printing Bureau Museum,museum,35.69496,139.729273,0,不明,,,,,,,
1420771752,node,Tokyo,國學院大學博物館,國學院大學博物館,,,museum,35.6562172,139.7112005,0,不明,,,,,Q81916990,ja:國學院大學博物館,
1420772919,node,Tokyo,大倉集古館,大倉集古館,大倉集古館,Okura Museum of Art (Okura Shukokan),museum,35.666923,139.7432191,0,不明,,,,,Q3329598,en:Okura Museum of Art,
1420772944,node,Tokyo,大名時計博物館,大名時計博物館,,Daimyo Clock Museum,museum,35.721289,139.766182,0,不明,,,,,Q10856362,ja:大名時計博物館,
1420774587,node,Tokyo,大谷美術館,大谷美術館,,Otani Art Museum,museum,35.7431053,139.7457809,0,不明,,,,,,,
1420774624,node,Tokyo,天理ギャラリー,天理ギャラリー,,Tenri Gallery,museum,35.691776,139.764418,0,不明,,,,,,,
1420774658,node,Tokyo,太田記念美術館,太田記念美術館,太田記念美術館,Ota Memorial Museum of Art,museum,35.6693982,139.7049049,0,不明,,,,,Q3815442,en:Ukiyo-e Ōta Memorial Museum of Art,
1420774661,node,Tokyo,太皷館,太皷館,,Drum Museum,museum,35.711815,139.791779,0,不明,,,,,Q104698257,,
1420775065,node,Tokyo,宮城道雄記念館,宮城道雄記念館,,,museum,35.699758,139.736845,0,不明,,,,,,,
1420776990,node,Tokyo,山崎記念中野区立歴史民俗資料館,山崎記念中野区立歴史民俗資料館,山崎記念中野区立歴史民俗資料館,,museum,35.724316,139.664992,0,不明,,,,,Q104708387,,
1420779754,node,Tokyo,平和祈念展示資料館,平和祈念展示資料館,,"Memorial Museum for Soldiers, Detainees in Siberia, and Postwar Repatriates",museum,35.6912618,139.6925118,0,不明,,,,,Q56025796,ja:平和祈念展示資料館,
1420780101,node,Tokyo,弥生美術館・竹久夢二美術館,弥生美術館・竹久夢二美術館,,"Yayoi Museum,Takeshisa Yumeji Museum",museum,35.7149026,139.7634784,0,不明,,,,,,,
1420780290,node,Tokyo,YEBISU BREWERY TOKYO,YEBISU BREWERY TOKYO,,,museum,35.643088,139.714541,0,不明,,,,,,,https://www.sapporobeer.jp/brewery/y_museum/
1420780494,node,Tokyo,戸栗美術館,戸栗美術館,戸栗美術館,Toguri Museum of Art,museum,35.6614398,139.6927998,0,不明,,,,,Q11496415,ja:戸栗美術館,https://www.toguri-museum.or.jp/
1420780641,node,Tokyo,文京ふるさと歴史館,文京ふるさと歴史館,,Bunkyo Historical Museum,museum,35.707984,139.756582,0,不明,,,,,Q11499743,en:Bunkyo Museum,
1420780738,node,Tokyo,文化学園服飾博物館,文化学園服飾博物館,,Bunka Gakuen Costume Museum,museum,35.686322,139.69501,0,不明,,,,,,,
1420780821,node,Tokyo,新宿歴史博物館,新宿歴史博物館,,Shinjuku Historical Museum,museum,35.690013,139.72563,0,不明,,,,,Q11501857,ja:新宿歴史博物館,
1420780833,node,Tokyo,新宿美術館,新宿美術館,,,museum,35.6911,139.710742,0,不明,,,,,,,
1420780980,node,Tokyo,日本カメラ博物館,日本カメラ博物館,,JCII Camera Museum,museum,35.6860582,139.7428472,0,不明,,,,,Q21019310,ja:日本カメラ博物館,https://www.jcii-cameramuseum.jp/
1420781050,node,Tokyo,日本女子大学成瀬記念館,日本女子大学成瀬記念館,,Naruse Memorial Hall,museum,35.716316,139.71988,0,不明,,,,,,,
1420781066,node,Tokyo,日本書道美術館,日本書道美術館,,Japan Calligraphy Museum,museum,35.7596612,139.6901907,0,不明,,,,,,,
1420781094,node,Tokyo,日本民藝館,日本民藝館,,Japanese Folk Crafts Museum,museum,35.660849,139.679219,0,不明,,,,,Q3789149,ja:日本民藝館,https://www.mingeikan.or.jp/
1420781297,node,Tokyo,早稲田大学坪内博士記念演劇博物館,早稲田大学坪内博士記念演劇博物館,,,museum,35.7099831,139.7195469,0,不明,,,,,Q3951945,,https://enpaku.w.waseda.jp/
1420781298,node,Tokyo,早稲田大学會津八一記念博物館,早稲田大学會津八一記念博物館,,,museum,35.708554,139.7203599,40,部分対応,yes,,,,Q30938116,,https://www.waseda.jp/culture/aizu-museum/
1420781347,node,Tokyo,明治大学博物館,明治大学博物館,,Meiji University Museum,museum,35.6986987,139.7621517,0,不明,,,,,,,
1420781419,node,Tokyo,昭和女子大学光葉博物館,昭和女子大学光葉博物館,,Showa Koyo Museum,museum,35.6435213,139.677022,0,不明,,,,,Q104708392,,
1420782231,node,Tokyo,杉野学園衣裳博物館,杉野学園衣裳博物館,,Sugino Costume Museum,museum,35.630742,139.715856,0,不明,,,,,,,
1420782618,node,Tokyo,東京オペラシティアートギャラリー,東京オペラシティアートギャラリー,,Tokyo Opera City Art Gallery,museum,35.683003,139.686756,0,不明,,,,,Q11524090,ja:東京オペラシティアートギャラリー,
1420783697,node,Tokyo,東京大空襲・戦災資料センター,東京大空襲・戦災資料センター,,Center of the Tokyo Raids and War Damage,museum,35.681744,139.822264,0,不明,,,,,Q15961648,en:Center of the Tokyo Raids and War Damage,
1420783718,node,Tokyo,東京女子医科大学史料室・吉岡彌生記念室,東京女子医科大学史料室・吉岡彌生記念室,,,museum,35.697188,139.72029,40,部分対応,yes,,,,Q104698247,,
1420783861,node,Tokyo,東京家政大学博物館,東京家政大学博物館,,Tokyo Kasei University Museum,museum,35.7551522,139.7212985,0,不明,,,,,Q104708375,,
1420784622,node,Tokyo,東京海洋大学海洋科学部附属水産資料館,東京海洋大学海洋科学部附属水産資料館,,"Tokyo University of Marine Science and Technology, Faculty of Marine Science, Attached Fisheries Museum",museum,35.626891,139.747243,0,不明,,,,,,,
1420784678,node,Tokyo,消防博物館,東京消防庁消防防災資料センター消防博物館,消防博物館,Fire Museum,museum,35.6881372,139.7199391,0,不明,,,,,Q11559505,ja:消防博物館,https://www.tfd.metro.tokyo.lg.jp/eng/e_museum/information.html
1420785063,node,Tokyo,東京藝術大学大学美術館,東京藝術大学大学美術館,,"The University Art Museum, Tokyo University of the Arts",museum,35.719192,139.7719324,0,不明,,,,,Q11525123,,https://www.geidai.ac.jp/museum/
1420785102,node,Tokyo,東京農業大学「食と農」の博物館,東京農業大学「食と農」の博物館,,"Food and Agriculture Museum, Tokyo University of Agriculture",museum,35.638983,139.631778,40,部分対応,yes,,,,,,https://www.nodai.ac.jp/campus/facilities/syokutonou/
1420785386,node,Tokyo,東京都水道歴史館,東京都水道歴史館,,Tokyo Waterworks Historical Museum,museum,35.7033139,139.7604984,0,不明,no,,,,Q11525339,ja:東京都水道歴史館,
1420785523,node,Tokyo,東京都立芸術高等学校美術館,東京都立芸術高等学校美術館,,High School Art Museum,museum,35.654509,139.684615,0,不明,,,,,,,
1420785912,node,Tokyo,東武博物館,東武博物館,,Tobu Museum,museum,35.723464,139.818985,0,不明,,,,,,,
1420786016,node,Tokyo,パナソニック汐留美術館,パナソニック汐留美術館,,Panasonic Shiodome Museum of Art,museum,35.665828,139.761882,0,不明,,,,,,,https://panasonic.co.jp/ew/museum/
1420786033,node,Tokyo,松岡美術館,松岡美術館,,Matsuoka Museum of Art,museum,35.640021,139.721806,0,不明,,,,,Q11530056,en:Matsuoka Museum of Art,
1420786097,node,Tokyo,板橋区立教育科学館,板橋区立教育科学館,板橋区立教育科学館,,museum,35.7634451,139.6796239,0,不明,,,,,Q11532661,,
1420786111,node,Tokyo,板橋区立郷土資料館,板橋区立郷土資料館,,Itabashi Historical Museum,museum,35.7854982,139.6432063,0,不明,,,,,Q104696866,,
1420786660,node,Tokyo,森美術館,森美術館,,Mori Art Museum,museum,35.660432,139.729261,40,部分対応,yes,,,,Q4410434,en:Mori Art Museum,https://www.mori.art.museum/jp/index.html
1420787066,node,Tokyo,民音音楽博物館,民音音楽博物館,民音音楽博物館,Min-On Music Library,museum,35.6823264,139.7193832,0,不明,,,,,,,https://museum.min-on.or.jp/
1420787554,node,Tokyo,江戸川区郷土資料室,江戸川区郷土資料室,,,museum,35.706064,139.866292,0,不明,,,,,Q117424691,ja:江戸川区郷土資料室,
1420787682,node,Tokyo,江東区中川船番所資料館,江東区中川船番所資料館,,Nakagawa Funebansho Museum,museum,35.6875807,139.8463633,40,部分対応,yes,,,,Q11364944,ja:中川船番所資料館,
1420787694,node,Tokyo,江東区深川江戸資料館,江東区深川江戸資料館,,Fukagawa Edo Museum,museum,35.6810519,139.8005482,55,対応済,yes,,yes,,Q3090685,en:Fukagawa Edo Museum,
1420787712,node,Tokyo,江東区芭蕉記念館,江東区芭蕉記念館,,Basho Museum,museum,35.686129,139.794092,15,未対応,,,yes,,Q104698200,,https://www.kcf.or.jp/basho/
1420787831,node,Tokyo,泉屋博古館東京,泉屋博古館東京,,Sen-Oku Hakukokan Tokyo,museum,35.665033,139.741068,0,不明,,,,,,,https://sen-oku.or.jp/tokyo
1420789248,node,Tokyo,港区立港郷土資料館,港区立港郷土資料館,,Minato Local Museum,museum,35.6470718,139.7452081,0,不明,,,,,,,
1420789338,node,Tokyo,熊谷守一美術館,熊谷守一美術館,,Morikazu Kumagai Art Museum,museum,35.733742,139.69087,40,部分対応,yes,,,,,,
1420789431,node,Tokyo,物流博物館,物流博物館,,Logistics Museum,museum,35.629097,139.732315,0,不明,,,,,Q104698234,ja:物流博物館,
1420789601,node,Tokyo,国立映画アーカイブ,国立映画アーカイブ,,National Film Archive of Japan,museum,35.6755738,139.7706589,0,不明,,,,,Q51371009,en:National Film Archive of Japan,
1420790123,node,Tokyo,田端文士村記念館,田端文士村記念館,,TABATA Memorial Museum of Writers and Artists,museum,35.738472,139.759259,40,部分対応,yes,,,,Q11577225,ja:田端文士村記念館,http://www.kitabunka.or.jp/tabata/
1420790339,node,Tokyo,畠山記念館,畠山記念館,,,museum,35.632242,139.726938,0,不明,,,,,Q3330210,en:Hatakeyama Memorial Museum of Fine Art,
1420790403,node,Tokyo,皮革産業資料館,皮革産業資料館,,Leather Industry Museum,museum,35.724041,139.808234,0,不明,,,,,,,
1420790484,node,Tokyo,目黒寄生虫館,目黒寄生虫館,目黒寄生虫館,Meguro Parasitological Museum,museum,35.6317,139.706666,35,部分対応,limited,,yes,,Q11581651,ja:目黒寄生虫館,https://www.kiseichu.org/Pages/default.aspx
1420790652,node,Tokyo,相撲博物館,相撲博物館,相撲博物館,Sumo Museum,museum,35.6972706,139.7932372,0,不明,,,,,Q11582043,ja:相撲博物館,https://www.sumo.or.jp/museum/
1420795772,node,Tokyo,都立第五福竜丸展示館,第五福竜丸展示館,都立第五福竜丸展示館,Daigo Fukuryu Maru Museum,museum,35.6509581,139.8263521,0,不明,,,,,Q11525586,ja:東京都立第五福竜丸展示館,
1420796044,node,Tokyo,練馬区立美術館,練馬区立美術館,,Nerima Art Museum,museum,35.7370302,139.6361548,40,部分対応,yes,,,,Q11608069,,
1420796470,node,Tokyo,船の科学館,船の科学館,船の科学館,Museum of Maritime Science,museum,35.620217,139.772296,0,不明,,,,,Q1048709,ja:船の科学館,https://funenokagakukan.or.jp/
1420796583,node,Tokyo,草月美術館,草月美術館,草月美術館,Sogetsu Art Museum,museum,35.674085,139.729314,0,不明,,,,,,,
1420796626,node,Tokyo,荒川区立荒川ふるさと文化館,荒川区立荒川ふるさと文化館,,Arakawa Cultural Museum,museum,35.7374735,139.7954339,0,不明,,,,,Q104698248,,
1420797074,node,Tokyo,菊池寛実記念智美術館,菊池寛実記念智美術館,,Kikuchi Kanjitsu Memorial Tomo Museum,museum,35.666041,139.744605,20,未対応,limited,,,,Q19340630,en:Musée Tomo,
1420797158,node,Tokyo,葛飾区教育資料館,葛飾区教育資料館,,,museum,35.7872514,139.8642042,0,不明,,,,,,,
1420797177,node,Tokyo,葛飾区郷土と天文の博物館,葛飾区郷土と天文の博物館,葛飾区郷土と天文の博物館,Katsushika City Museum,museum,35.7528907,139.8433759,0,不明,,,,,Q11621071,ja:葛飾区郷土と天文の博物館,
1420797402,node,Tokyo,虎屋ギャラリー,虎屋ギャラリー,,Toraya Gallery,museum,35.675242,139.732592,0,不明,,,,,,,
1420798047,node,Tokyo,講談社野間記念館,講談社野間記念館,,Kodansha Noma Memorial Museum,museum,35.714018,139.725033,0,不明,,,,,Q3788846,en:Kodansha Noma Memorial Museum,
1420798090,node,Tokyo,豊島区立郷土資料館,豊島区立郷土資料館,,Toshima City Local Museum,museum,35.727675,139.706721,0,不明,,,,,Q104698258,,
1420798228,node,Tokyo,賀川豊彦記念松沢資料館,賀川豊彦記念松沢資料館,,,museum,35.667897,139.625945,0,不明,,,,,Q104698211,,
1420798495,node,Tokyo,足立区立郷土博物館,足立区立郷土博物館,,Adachi City Museum,museum,35.7844723,139.8414425,0,不明,,,,,Q11636983,ja:足立区立郷土博物館,
1420799298,node,Tokyo,野口英世記念会館展示室,野口英世記念会館展示室,,Hideyo Noguchi Memorial Hall Exhibition Room,museum,35.683753,139.716289,0,不明,,,,,,,
1420799336,node,Tokyo,野球殿堂博物館,野球殿堂博物館,,The Baseball Hall of Fame And Museum,museum,35.7055787,139.7528979,20,未対応,limited,,,,Q1134380,ja:野球殿堂博物館 (日本),
1420799355,node,Tokyo,釣り文化資料館,釣り文化資料館,,Fishing Culture Museum,museum,35.690868,139.71952,0,不明,,,,,Q104698254,,
1420799454,node,Tokyo,長泉院附属現代彫刻美術館,長泉院附属現代彫刻美術館,,Museum of Contemporary Sculpture,museum,35.635908,139.703051,0,不明,,,,,,,
1420799460,node,Tokyo,長谷川町子美術館,長谷川町子美術館,,Hasegawa Machiko Art Museum,museum,35.6279831,139.6436212,0,不明,,,,,Q3788646,en:Hasegawa Machiko Art Museum,
1420800113,node,Tokyo,駒澤大学禅文化歴史博物館,駒澤大学禅文化歴史博物館,駒澤大学禅文化歴史博物館,Komazawa University Museum of Zen Culture & History,museum,35.6285028,139.6581243,0,不明,,,,,,,
1420800487,node,Tokyo,高麗博物館,高麗博物館,,Korea Museum,museum,35.6984501,139.7036417,0,不明,no,,,,,,
1420800621,node,Tokyo,齋田記念館,齋田記念館,,,museum,35.6534177,139.6599619,0,不明,,,,,,,
1420800659,node,Tokyo,Ｏ美術館,Ｏ美術館,,O Art Museum,museum,35.6207352,139.729299,0,不明,,,,,,,
1439037612,node,Tokyo,Sky Circus,Sky Circus,,Sunshine 60 Tennbodai (Viewpoint),viewpoint,35.729442,139.7180675,40,部分対応,yes,,,,,,
1441555679,node,Tokyo,野菊の墓文学碑,野菊の墓文学碑,,,attraction,35.76025,139.895183,0,不明,,,,,Q11646105,ja:野菊の墓文学碑,
1484933111,node,Tokyo,かちどき 橋の資料館,かちどき 橋の資料館,,Kachidoki Bridge Museum,museum,35.6630488,139.7736585,20,未対応,limited,,,,Q109160363,,
1623971579,node,Tokyo,東大正門,東大正門,,Main Gate,attraction,35.7129409,139.7596604,40,部分対応,yes,Gate,,,,,
1626467154,node,Tokyo,Water wheel,,,Water wheel,attraction,35.712151,139.7251534,0,不明,,,,,,,
1692587736,node,Tokyo,visionary arts,visionary arts,,,gallery,35.6558377,139.6997975,0,不明,,,,,,,
1692587803,node,Tokyo,石島アトリエ,石島アトリエ,,Ishijima Atelier,gallery,35.6550523,139.6994723,0,不明,,,,,,,
1733357504,node,Tokyo,目黒区美術館,目黒区美術館,,Meguro Museum of Art,museum,35.6349252,139.7076759,0,不明,,,,,Q3815450,ja:目黒区美術館,http://www.mmat.jp/
1745162765,node,Tokyo,マクセル アクアパーク品川,マクセル アクアパーク品川,マクセル アクアパーク品川,Aqua Park Shinagawa,aquarium,35.628389,139.7357544,0,不明,,,,,,,https://www.aqua-park.jp/aqua/en/
1870958134,node,Tokyo,すがもんのおしり,すがもんのおしり,,Sugamon's Buttocks,attraction,35.7344533,139.7346558,40,部分対応,yes,,,,,,
1880385539,node,Tokyo,テレコムセンター展望室,テレコムセンター展望室,,Telecom Center Observatory,viewpoint,35.617096,139.780078,0,不明,,,,,,,
1883764885,node,Tokyo,柴又のおもちゃ博物館,柴又のおもちゃ博物館,,Shibamata Toy Museum,museum,35.757482,139.8759074,0,不明,,,,,,,
1964113582,node,Tokyo,伊勢半本店 紅ミュージアム,伊勢半本店 紅ミュージアム,,Kurenai Museum,museum,35.6599126,139.7179786,0,不明,,,,,Q11378949,ja:伊勢半本店 紅ミュージアム,https://www.isehanhonten.co.jp/museum/index.html
1966249089,node,Tokyo,岡本太郎記念館,岡本太郎記念館,,Taro Okamoto Memorial Museum,museum,35.6612724,139.7155295,0,不明,,,,,Q11473108,ja:岡本太郎記念館,https://taro-okamoto.or.jp/
1975522153,node,Tokyo,東京都目黒区立 川の資料館,東京都目黒区立 川の資料館,,,museum,35.6413172,139.7022628,0,不明,,,,,,,
1975902790,node,Tokyo,アクセサリーミュージアム,アクセサリーミュージアム,,Accessory Museum,museum,35.6401379,139.6887136,0,不明,,,,,,,
1993056420,node,Tokyo,東京科学大学博物館,東京科学大学博物館,東京科学大学博物館,"Museum and Centennial Hall, Institute of Science Tokyo",museum,35.6067834,139.6847988,0,不明,,,,,Q24874167,ja:東京工業大学博物館,
1998331328,node,Tokyo,すみだ水族館,すみだ水族館,,Sumida Aquarium,aquarium,35.7101011,139.8093338,40,部分対応,yes,,,,Q8134074,ja:すみだ水族館,
